id,Churn,Mais65anos,Conjuge,Dependentes,MesesDeContrato,TelefoneFixo,MaisDeUmaLinhaTelefonica,Internet,SegurancaOnline,BackupOnline,SeguroDispositivo,SuporteTecnico,TVaCabo,StreamingFilmes,TipoContrato,ContaCorreio,MetodoPagamento,MesesCobrados
6610,Nao,0,Nao,Nao,5,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,Boleto,80.1
6611,Nao,0,Sim,Sim,29,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Sim,Nao,UmAno,Nao,DebitoEmConta,69.05
6612,Sim,0,Sim,Sim,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,69.9
6613,Nao,0,Nao,Nao,3,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,20.4
6614,Nao,0,Sim,Sim,71,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,CartaoCredito,19.7
6615,Nao,0,Nao,Sim,9,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,50.1
6616,Sim,0,Nao,Nao,43,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,101.4
6617,Nao,0,Nao,Nao,48,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Sim,Sim,UmAno,Sim,CartaoCredito,83.45
6618,Nao,0,Nao,Nao,26,Sim,Sim,FibraOptica,Sim,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoCredito,86.65
6619,Nao,0,Nao,Nao,9,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,DebitoEmConta,20.15
6620,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,80.8
6621,Nao,0,Sim,Sim,46,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,CartaoCredito,19.4
6622,Sim,0,Nao,Nao,2,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Nao,DebitoEmConta,62.05
6623,Sim,1,Nao,Nao,1,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,76.45
6624,Nao,0,Sim,Sim,64,Nao,SemServicoTelefonico,DSL,Sim,Nao,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,60.05
6625,Sim,1,Nao,Nao,12,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Sim,Nao,Mensalmente,Sim,BoletoEletronico,91.3
6626,Sim,1,Sim,Nao,6,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,95.75
6627,Nao,0,Sim,Nao,59,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Nao,Boleto,20.35
6628,Nao,0,Nao,Nao,7,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,UmAno,Sim,Boleto,94.05
6629,Nao,1,Sim,Nao,72,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Sim,Sim,DoisAnos,Sim,CartaoCredito,84.1
6630,Nao,1,Nao,Nao,16,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,78.75
6631,Nao,0,Sim,Nao,25,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Nao,CartaoCredito,55.55
6632,Sim,0,Sim,Nao,34,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Mensalmente,Nao,BoletoEletronico,62.65
6633,Sim,0,Nao,Nao,1,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,74.5
6634,Sim,0,Sim,Sim,10,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,CartaoCredito,102.1
6635,Nao,0,Sim,Nao,24,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Nao,Boleto,20.1
6636,Nao,0,Sim,Sim,10,Sim,Sim,DSL,Sim,Sim,Nao,Nao,Sim,Nao,UmAno,Nao,BoletoEletronico,70.3
6637,Nao,0,Sim,Nao,69,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,UmAno,Sim,CartaoCredito,53.65
6638,Nao,0,Nao,Nao,57,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,20.75
6639,Nao,0,Sim,Sim,50,Sim,Nao,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,UmAno,Sim,DebitoEmConta,103.4
6640,Nao,0,Sim,Sim,28,Nao,SemServicoTelefonico,DSL,Sim,Nao,Sim,Sim,Sim,Nao,UmAno,Nao,Boleto,50.8
6641,Sim,0,Nao,Nao,16,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,50.15
6642,Nao,0,Nao,Nao,25,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Sim,Sim,Mensalmente,Sim,Boleto,79.0
6643,Nao,1,Sim,Nao,3,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,74.6
6644,Nao,0,Sim,Nao,61,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,UmAno,Sim,DebitoEmConta,96.5
6645,Nao,0,Nao,Nao,2,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,20.1
6646,Nao,0,Sim,Sim,51,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Nao,Boleto,19.4
6647,Nao,0,Sim,Sim,71,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Sim,Sim,DoisAnos,Nao,CartaoCredito,77.55
6648,Nao,0,Sim,Sim,20,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,20.05
6649,Nao,0,Sim,Sim,6,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,CartaoCredito,19.85
6650,Nao,0,Nao,Nao,6,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,20.2
6651,Nao,0,Nao,Nao,29,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Mensalmente,Nao,Boleto,67.45
6652,Nao,0,Nao,Nao,36,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Sim,CartaoCredito,18.55
6653,Nao,0,Nao,Nao,28,Nao,SemServicoTelefonico,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,Boleto,29.75
6654,Sim,0,Sim,Nao,7,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,BoletoEletronico,86.5
6655,Nao,0,Nao,Nao,63,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,24.2
6656,Nao,0,Sim,Sim,48,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,23.55
6657,Nao,0,Sim,Nao,49,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Nao,DebitoEmConta,20.45
6658,Sim,1,Nao,Nao,27,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,81.45
6659,Nao,0,Sim,Nao,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,CartaoCredito,92.3
6660,Sim,0,Sim,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,69.15
6661,Nao,0,Sim,Sim,72,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Sim,Sim,Sim,DoisAnos,Nao,CartaoCredito,53.65
6662,Nao,0,Nao,Nao,47,Nao,SemServicoTelefonico,DSL,Sim,Sim,Nao,Sim,Nao,Nao,UmAno,Nao,CartaoCredito,39.65
6663,Nao,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,BoletoEletronico,54.65
6664,Nao,0,Nao,Nao,36,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,UmAno,Sim,DebitoEmConta,104.8
6665,Nao,0,Sim,Sim,43,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,CartaoCredito,29.3
6666,Nao,1,Sim,Nao,27,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,Mensalmente,Nao,BoletoEletronico,83.85
6667,Sim,0,Nao,Nao,9,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,79.55
6668,Nao,0,Nao,Nao,38,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,Mensalmente,Sim,BoletoEletronico,103.65
6669,Nao,1,Nao,Nao,35,Sim,Sim,FibraOptica,Sim,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,99.05
6670,Nao,0,Sim,Sim,0,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Nao,DoisAnos,Nao,Boleto,73.35
6671,Nao,0,Sim,Nao,59,Sim,Nao,FibraOptica,Nao,Sim,Nao,Sim,Sim,Sim,DoisAnos,Sim,Boleto,100.05
6672,Nao,0,Nao,Nao,27,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,CartaoCredito,20.35
6673,Nao,1,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,43.95
6674,Nao,0,Nao,Nao,7,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,23.5
6675,Nao,0,Nao,Nao,36,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Nao,Sim,UmAno,Sim,Boleto,70.7
6676,Nao,0,Sim,Sim,41,Sim,Sim,FibraOptica,Sim,Sim,Nao,Nao,Sim,Nao,Mensalmente,Sim,DebitoEmConta,94.3
6677,Nao,0,Nao,Nao,13,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,29.15
6678,Nao,0,Nao,Sim,19,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,CartaoCredito,20.85
6679,Nao,0,Sim,Nao,60,Nao,SemServicoTelefonico,DSL,Sim,Sim,Nao,Sim,Nao,Nao,DoisAnos,Nao,DebitoEmConta,37.7
6680,Sim,0,Nao,Sim,48,Sim,Nao,FibraOptica,Nao,Sim,Sim,Sim,Sim,Nao,DoisAnos,Sim,Boleto,95.5
6681,Sim,1,Nao,Nao,3,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Nao,Mensalmente,Nao,BoletoEletronico,91.05
6682,Nao,0,Sim,Nao,69,Sim,Sim,FibraOptica,Nao,Sim,Nao,Sim,Sim,Nao,DoisAnos,Sim,Boleto,92.45
6683,Nao,0,Nao,Nao,43,Nao,SemServicoTelefonico,DSL,Nao,Nao,Sim,Sim,Nao,Sim,UmAno,Nao,BoletoEletronico,44.15
6684,Nao,0,Nao,Sim,11,Nao,SemServicoTelefonico,DSL,Sim,Nao,Nao,Sim,Nao,Nao,UmAno,Sim,Boleto,36.05
6685,Nao,0,Sim,Nao,45,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,CartaoCredito,50.25
6686,Nao,0,Sim,Nao,72,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,CartaoCredito,109.75
6687,Sim,1,Sim,Nao,2,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,79.2
6688,Nao,0,Sim,Sim,12,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,DebitoEmConta,20.3
6689,Nao,0,Sim,Sim,67,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,UmAno,Sim,CartaoCredito,112.35
6690,Nao,0,Sim,Nao,37,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Sim,Nao,DoisAnos,Nao,Boleto,94.3
6691,Nao,0,Nao,Nao,39,Nao,SemServicoTelefonico,DSL,Sim,Sim,Nao,Sim,Nao,Nao,UmAno,Nao,DebitoEmConta,41.15
6692,Nao,0,Nao,Nao,41,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Nao,Sim,Mensalmente,Sim,DebitoEmConta,74.65
6693,Nao,0,Nao,Nao,25,Nao,SemServicoTelefonico,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,48.25
6694,Nao,0,Sim,Sim,8,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Sim,DoisAnos,Sim,CartaoCredito,76.15
6695,Nao,0,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,DoisAnos,Nao,Boleto,71.1
6696,Nao,0,Nao,Nao,5,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Nao,Sim,Mensalmente,Nao,BoletoEletronico,96.55
6697,Nao,0,Nao,Nao,30,Sim,Sim,DSL,Sim,Nao,Sim,Nao,Sim,Sim,UmAno,Sim,CartaoCredito,79.3
6698,Nao,0,Nao,Nao,40,Sim,Nao,FibraOptica,Nao,Sim,Nao,Sim,Nao,Sim,UmAno,Sim,CartaoCredito,89.6
6699,Nao,0,Nao,Nao,54,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Sim,Boleto,20.5
6700,Nao,0,Sim,Nao,72,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,DoisAnos,Sim,DebitoEmConta,106.3
6701,Nao,0,Sim,Sim,28,Sim,Nao,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,UmAno,Nao,DebitoEmConta,100.35
6702,Nao,0,Sim,Sim,18,Sim,Nao,FibraOptica,Nao,Nao,Nao,Sim,Nao,Sim,Mensalmente,Sim,BoletoEletronico,85.6
6703,Sim,0,Nao,Nao,2,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,45.25
6704,Nao,0,Sim,Sim,59,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,UmAno,Sim,BoletoEletronico,106.15
6705,Nao,0,Sim,Sim,22,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensalmente,Sim,BoletoEletronico,51.1
6706,Nao,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,19.9
6707,Nao,1,Sim,Nao,72,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Sim,CartaoCredito,25.7
6708,Sim,1,Nao,Nao,14,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,74.3
6709,Nao,0,Sim,Nao,50,Sim,Sim,FibraOptica,Nao,Nao,Nao,Sim,Sim,Sim,UmAno,Nao,BoletoEletronico,99.4
6710,Nao,0,Sim,Sim,48,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Nao,UmAno,Nao,DebitoEmConta,69.7
6711,Nao,0,Sim,Sim,49,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,98.35
6712,Nao,0,Sim,Sim,28,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Sim,Nao,Mensalmente,Nao,BoletoEletronico,85.45
6713,Nao,1,Nao,Nao,68,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,95.9
6714,Nao,0,Nao,Nao,13,Sim,Sim,FibraOptica,Nao,Nao,Nao,Sim,Sim,Sim,Mensalmente,Nao,BoletoEletronico,100.75
6715,Nao,0,Nao,Nao,11,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Nao,Mensalmente,Sim,BoletoEletronico,89.2
6716,Sim,0,Sim,Nao,3,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoCredito,74.1
6717,Sim,1,Sim,Nao,57,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Nao,BoletoEletronico,100.6
6718,Sim,0,Nao,Nao,3,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,75.0
6719,Nao,0,Sim,Nao,72,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,CartaoCredito,25.75
6720,Nao,0,Sim,Sim,70,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,BoletoEletronico,84.1
6721,Nao,0,Sim,Sim,49,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,79.3
6722,Nao,1,Sim,Nao,67,Sim,Sim,FibraOptica,Sim,Nao,Sim,Nao,Sim,Sim,UmAno,Sim,CartaoCredito,107.05
6723,Nao,0,Nao,Nao,46,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,DebitoEmConta,20.05
6724,Sim,1,Nao,Nao,64,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Sim,Nao,DoisAnos,Sim,CartaoCredito,70.2
6725,Nao,0,Sim,Nao,37,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,DebitoEmConta,19.5
6726,Sim,1,Nao,Nao,2,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,70.75
6727,Nao,1,Sim,Nao,13,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Nao,BoletoEletronico,45.3
6728,Nao,0,Sim,Nao,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,BoletoEletronico,115.15
6729,Nao,0,Sim,Sim,68,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,72.95
6730,Nao,0,Sim,Sim,15,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Nao,Boleto,19.65
6731,Nao,0,Nao,Nao,24,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Sim,DebitoEmConta,19.55
6732,Nao,0,Nao,Nao,24,Sim,Sim,FibraOptica,Nao,Nao,Nao,Sim,Nao,Sim,Mensalmente,Sim,BoletoEletronico,89.55
6733,Nao,0,Nao,Nao,27,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,50.35
6734,Sim,0,Nao,Nao,12,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensalmente,Nao,DebitoEmConta,50.25
6735,Nao,0,Sim,Sim,71,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,CartaoCredito,87.25
6736,Nao,0,Sim,Sim,67,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Sim,Boleto,20.8
6737,Nao,0,Sim,Nao,63,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,109.25
6738,Nao,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,20.35
6739,Nao,0,Nao,Nao,4,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,55.9
6740,Sim,1,Nao,Nao,40,Sim,Nao,FibraOptica,Sim,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoCredito,79.2
6741,Sim,0,Nao,Nao,12,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,96.0
6742,Nao,0,Sim,Sim,52,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Sim,Sim,DoisAnos,Nao,BoletoEletronico,79.2
6743,Nao,0,Nao,Nao,10,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,BoletoEletronico,24.0
6744,Nao,0,Nao,Nao,68,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Sim,Nao,UmAno,Nao,DebitoEmConta,101.35
6745,Sim,0,Nao,Nao,54,Sim,Sim,FibraOptica,Nao,Nao,Nao,Sim,Sim,Sim,Mensalmente,Sim,BoletoEletronico,100.1
6746,Sim,0,Sim,Sim,4,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mensalmente,Nao,Boleto,56.5
6747,Nao,0,Sim,Nao,52,Nao,SemServicoTelefonico,DSL,Sim,Nao,Sim,Nao,Nao,Nao,UmAno,Nao,Boleto,35.45
6748,Sim,1,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,85.0
6749,Nao,0,Sim,Nao,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Nao,UmAno,Nao,DebitoEmConta,79.4
6750,Nao,0,Nao,Nao,43,Nao,SemServicoTelefonico,DSL,Sim,Nao,Sim,Nao,Nao,Nao,UmAno,Sim,CartaoCredito,35.2
6751,Nao,0,Nao,Nao,52,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,19.65
6752,Nao,0,Nao,Nao,12,Nao,SemServicoTelefonico,DSL,Sim,Nao,Sim,Sim,Nao,Sim,DoisAnos,Nao,Boleto,49.85
6753,Nao,0,Sim,Sim,56,Sim,Sim,DSL,Sim,Sim,Nao,Nao,Nao,Sim,UmAno,Nao,DebitoEmConta,68.75
6754,Nao,0,Nao,Sim,0,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,DoisAnos,Sim,DebitoEmConta,61.9
6755,Nao,0,Nao,Nao,42,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,79.9
6756,Nao,1,Sim,Nao,22,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,DebitoEmConta,89.75
6757,Sim,0,Sim,Sim,51,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Nao,Sim,Sim,UmAno,Nao,BoletoEletronico,59.3
6758,Nao,0,Nao,Nao,27,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,CartaoCredito,19.4
6759,Nao,1,Sim,Nao,51,Sim,Sim,FibraOptica,Sim,Nao,Sim,Nao,Nao,Sim,UmAno,Sim,DebitoEmConta,93.65
6760,Sim,0,Nao,Sim,4,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,49.4
6761,Nao,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,Boleto,19.9
6762,Sim,0,Nao,Nao,35,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Nao,Boleto,55.0
6763,Nao,1,Sim,Sim,71,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Nao,Sim,UmAno,Sim,DebitoEmConta,72.9
6764,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,69.2
6765,Nao,0,Sim,Sim,69,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Sim,DebitoEmConta,25.6
6766,Nao,0,Sim,Sim,14,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Nao,Boleto,19.75
6767,Nao,0,Sim,Nao,57,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Mensalmente,Nao,BoletoEletronico,55.7
6768,Nao,0,Sim,Sim,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,CartaoCredito,117.5
6769,Nao,0,Nao,Nao,48,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,CartaoCredito,19.85
